title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
Incredibles 2,2018-06-14,tt3606756,260513,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner, Catherine Keener","Action, Adventure, Animation, Family","Walt Disney Pictures, Pixar",US
American Ultra,2015-08-19,tt3316948,261392,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",Nima Nourizadeh,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton, Walton Goggins","Action, Comedy","Merced Media Partners, Lionsgate, The Bridge Finance Company, Circle of Confusion, FilmNation Entertainment, Likely Story, PalmStar Media","CH, US"
Insurgent,2015-03-18,tt2908446,262500,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,Robert Schwentke,"Shailene Woodley, Theo James, Miles Teller, Kate Winslet, Ansel Elgort","Action, Science Fiction, Thriller","Summit Entertainment, Red Wagon Entertainment, Mandeville Films, NeoReel, Lionsgate","CA, US"
Logan,2017-02-28,tt3315342,263115,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",James Mangold,"Hugh Jackman, Dafne Keen, Patrick Stewart, Elizabeth Rodriguez, Boyd Holbrook","Action, Drama, Science Fiction","Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment",US
The Gunman,2015-02-16,tt2515034,266396,"Eight years after fleeing the Congo following his assassination of that country's minister of mining, former assassin Jim Terrier is back, suffering from PTSD and digging wells to atone for his violent past. After an attempt is made on his life, Terrier flies to London to find out who wants him dead -- and why. Terrier's search leads him to a reunion with Annie, a woman he once loved, who is now married to an oily businessman with dealings in Africa.",Pierre Morel,"Sean Penn, Jasmine Trinca, Javier Bardem, Ray Winstone, Mark Rylance","Action, Drama, Crime","StudioCanal, Silver Pictures, Nostromo Pictures, Anton Capital Entertainment, ICEC, Prone Gunman, Prone Gunman A.I.E., Canal+, TF1 Films Production","FR, ES, GB, US"
Pan,2015-09-24,tt3332064,266647,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",Joe Wright,"Levi Miller, Garrett Hedlund, Hugh Jackman, Rooney Mara, Adeel Akhtar","Fantasy, Adventure, Family, Action","Moving Picture Company, Berlanti Productions, RatPac Entertainment, Warner Bros. Pictures, Isobel Griffiths, Prime Focus","IN, GB, US"
Genius,2016-06-10,tt1703957,267192,"New York in the 1920s. Max Perkins, a literary editor is the first to sign such subsequent literary greats as Ernest Hemingway and F. Scott Fitzgerald. When a sprawling, chaotic 1,000-page manuscript by an unknown writer falls into his hands, Perkins is convinced he has discovered a literary genius.",Michael Grandage,"Colin Firth, Jude Law, Nicole Kidman, Laura Linney, Guy Pearce","History, Drama","Pinewood Pictures, Desert Wolf Productions, Michael Grandage Company, Riverstone Pictures, Summit Entertainment","GB, US"
The BFG,2016-06-01,tt3691740,267935,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",Steven Spielberg,"Mark Rylance, Ruby Barnhill, Rebecca Hall, Jemaine Clement, Bill Hader","Adventure, Family, Fantasy","Walt Disney Pictures, Amblin Entertainment, Reliance Entertainment, Walden Media, The Kennedy/Marshall Company, The Roald Dahl Story Company","IN, GB, US"
Pacific Rim: Uprising,2018-03-21,tt2557478,268896,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",Steven S. DeKnight,"John Boyega, Scott Eastwood, Cailee Spaeny, Jing Tian, Rinko Kikuchi","Action, Fantasy, Science Fiction, Adventure","Legendary Pictures, Double Dare You",US
Zootopia,2016-02-11,tt2948356,269149,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.","Byron Howard, Rich Moore","Jason Bateman, Ginnifer Goodwin, Idris Elba, Jenny Slate, Nate Torrence","Animation, Adventure, Family, Comedy","Walt Disney Animation Studios, Walt Disney Pictures",US
It Follows,2015-02-04,tt3235888,270303,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary, Olivia Luccardi","Horror, Mystery","Two Flints, Northern Lights Films, Animal Kingdom",US
Captain America: Civil War,2016-04-27,tt3498820,271110,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","Joe Russo, Anthony Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie","Adventure, Action, Science Fiction",Marvel Studios,US
Love & Mercy,2015-05-29,tt0903657,271714,"In the late 1960s, the Beach Boys' Brian Wilson stops touring, produces ""Pet Sounds"" and begins to lose his grip on reality. By the 1980s, under the sway of a controlling therapist, he finds a savior in Melinda Ledbetter.",Bill Pohlad,"Paul Dano, John Cusack, Elizabeth Banks, Paul Giamatti, Jake Abel","Drama, Music, History","John Wells Productions, River Road Entertainment, Battle Mountain Films",US
Ben-Hur,2016-08-17,tt2638144,271969,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,Timur Bekmambetov,"Jack Huston, Pilou Asbæk, Rodrigo Santoro, Morgan Freeman, Ayelet Zurer","Action, History, Adventure, Drama","Metro-Goldwyn-Mayer, Paramount Pictures, LightWorkers Media, Sean Daniel Company",US
Sicario,2015-09-17,tt3397884,273481,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Denis Villeneuve,"Emily Blunt, Benicio del Toro, Josh Brolin, Victor Garber, Jon Bernthal","Action, Crime, Thriller","Lionsgate, Black Label Media, Thunder Road",US
The Last Witch Hunter,2015-10-21,tt1618442,274854,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",Breck Eisner,"Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson, Rena Owen","Fantasy, Action, Adventure, Horror","NeoReel, Summit Entertainment, Atmosphere Entertainment MM, Goldmann Pictures, Aperture Entertainment, TIK Films, One Race, Lionsgate","CA, HK, US"
Geostorm,2017-10-12,tt1981128,274855,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",Dean Devlin,"Gerard Butler, Alexandra Maria Lara, Jim Sturgess, Abbie Cornish, Ed Harris","Action, Science Fiction, Thriller","Twisted Media, Skydance Media, RatPac Entertainment, Electric Entertainment, Warner Bros. Pictures, October Pictures","HK, US"
King Arthur: Legend of the Sword,2017-05-10,tt1972591,274857,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",Guy Ritchie,"Charlie Hunnam, Jude Law, Astrid Bergès-Frisbey, Eric Bana, Djimon Hounsou","Action, Drama, Fantasy","Village Roadshow Pictures, Weed Road Pictures, Wigram Productions, Safehouse Pictures, Warner Bros. Pictures",US
The Lego Ninjago Movie,2017-09-21,tt3014284,274862,"Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.","Charlie Bean, Bob Logan, Paul Fisher","Dave Franco, Justin Theroux, Fred Armisen, Abbi Jacobson, Olivia Munn","Family, Comedy, Adventure, Animation","Lin Pictures, Lord Miller, Vertigo Entertainment, Warner Animation Group, LEGO, Animal Logic","AU, DK, US"
Passengers,2016-12-21,tt1355644,274870,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne, Andy García","Drama, Romance, Science Fiction","Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital, Wanda Pictures",US
Straight Outta Compton,2015-08-11,tt1398426,277216,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",F. Gary Gray,"O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr., Aldis Hodge","Drama, Music, History","Broken Chair Flickz, Universal Pictures, Legendary Pictures, Cube Vision, Crucial Films, Circle of Confusion, Will Packer Productions, Xenon Pictures","GB, US"
Moana,2016-10-13,tt3521164,277834,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.","John Musker, Ron Clements","Auliʻi Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement","Adventure, Comedy, Family, Animation","Walt Disney Pictures, Walt Disney Animation Studios",US
