rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm_box,openDt_box,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,movieNm_detail,movieNmEn,movieNmOg,showTm,prdtYear,openDt_detail,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
7,7,-2,OLD,20184187,언니,2019-01-01,142319650,4.6,-62432750,-30.5,971025500,17227,-7618,-30.7,110001,530,1451,20190103,언니,No Mercy,,93,2018,20190101,개봉,장편,,,,액션,한국,임경택,이시영|박세완|이준혁|최진호|강민범,필름에이픽쳐스|(유)조이앤시네마,(주)제이앤씨미디어그룹|TCO(주)더콘텐츠온
8,8,-1,OLD,20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,93835800,3.0,-56707000,-37.7,3676781100,13291,-7934,-37.4,470402,369,525,20190103,점박이 한반도의 공룡2 : 새로운 낙원,,,93,2018,20181225,개봉,장편,,,,애니메이션,한국,한상호,박희순|라미란|김성균|박중금|장유화,(주)드림써치C&C,(주)넥스트엔터테인먼트월드(NEW)
9,9,0,NEW,20176251,내안의 그놈,2019-01-09,39013000,1.3,39013000,100.0,157549000,4807,4807,100.0,19978,25,26,20190103,내안의 그놈,The Dude in Me,,122,2018,20190109,개봉,장편,,,,판타지|코미디,한국,강효진,박성웅|진영|라미란|이수민|이준혁,(주)에코필름|(주)전망좋은 영화사,(주)메리크리스마스|TCO(주)더콘텐츠온
10,10,-1,OLD,20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,30272350,1.0,-44677500,-59.6,2487833850,4200,-6214,-59.7,321192,148,180,20190103,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,,103,2018,20181219,개봉,장편,,,,애니메이션,일본,타카하시 와타루,박영남|강희선|김환진|여민정|정유미,,(주)씨제이이엔엠
1,1,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,944568145,28.1,1759545,0.2,1930086745,114355,-11527,-9.2,244802,1123,3698,20190104,주먹왕 랄프 2: 인터넷 속으로,Ralph Breaks the Internet,,112,2018,20190103,개봉,장편,,,,애니메이션|어드벤처|코미디|가족,미국,리치 무어,존 C. 라일리|사라 실버맨|맨디 무어|크리스틴 벨,,월트디즈니컴퍼니코리아 유한책임회사
2,2,0,OLD,20180290,아쿠아맨,2018-12-19,849423421,25.3,184428471,27.7,36325081852,94390,12991,16.0,4156841,1094,3956,20190104,아쿠아맨,AQUAMAN,,143,2018,20181219,개봉,장편,,,,액션,미국|호주,제임스 완,제이슨 모모아|앰버 허드|니콜 키드먼|패트릭 윌슨|윌렘 데포,,워너브러더스 코리아(주)
3,3,1,OLD,20185485,보헤미안 랩소디,2018-10-31,351188900,10.5,83694200,31.3,82196189345,38528,5639,17.1,9472832,657,1828,20190104,보헤미안 랩소디,Bohemian Rhapsody,,134,2018,20181031,개봉,장편,,,,드라마,미국,브라이언 싱어,라미 말렉|조셉 마젤로|마이크 마이어스|루시 보인턴,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
4,4,-1,OLD,20170658,PMC: 더 벙커,2018-12-26,320063717,9.5,32196867,11.2,12473606284,36003,494,1.4,1495702,732,2582,20190104,PMC: 더 벙커,Take Point,,124,2018,20181226,개봉,장편,,,,액션,한국,김병우,하정우|이선균|제니퍼 엘|민무제|강신철,(주)퍼펙트스톰필름,(주)씨제이이엔엠
5,5,0,OLD,20186281,범블비,2018-12-25,253711862,7.6,54990812,27.7,11635640814,29301,4236,16.9,1389962,657,1909,20190104,범블비,Bumblebee,,113,2018,20181225,개봉,장편,,,,액션|어드벤처|SF,미국,트래비스 나이트,헤일리 스테인펠드|파멜라 애들론|존 시나|피터 쿨렌|케네스 최,,롯데컬처웍스(주)롯데엔터테인먼트
6,6,0,OLD,20175547,스윙키즈,2018-12-19,150405100,4.5,3146750,2.1,11366293102,17369,-1654,-8.7,1384480,524,1090,20190104,스윙키즈,Swing Kids,,133,2018,20181219,개봉,장편,,,,드라마,한국,강형철,도경수|박혜수|자레드 그라임스|오정세|김민호,(주)안나푸르나필름,(주)넥스트엔터테인먼트월드(NEW)
7,7,0,OLD,20184187,언니,2019-01-01,156446000,4.7,14126350,9.9,1127471500,17202,-25,-0.1,127203,510,1330,20190104,언니,No Mercy,,93,2018,20190101,개봉,장편,,,,액션,한국,임경택,이시영|박세완|이준혁|최진호|강민범,필름에이픽쳐스|(유)조이앤시네마,(주)제이앤씨미디어그룹|TCO(주)더콘텐츠온
8,8,0,OLD,20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,91450550,2.7,-2385250,-2.5,3768231650,11503,-1788,-13.5,481905,375,522,20190104,점박이 한반도의 공룡2 : 새로운 낙원,,,93,2018,20181225,개봉,장편,,,,애니메이션,한국,한상호,박희순|라미란|김성균|박중금|장유화,(주)드림써치C&C,(주)넥스트엔터테인먼트월드(NEW)
9,9,1,OLD,20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,31924700,1.0,1652350,5.5,2519758550,3967,-233,-5.5,325159,154,194,20190104,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,,103,2018,20181219,개봉,장편,,,,애니메이션,일본,타카하시 와타루,박영남|강희선|김환진|여민정|정유미,,(주)씨제이이엔엠
10,10,5,OLD,20183238,스파이더맨: 뉴 유니버스,2018-12-12,35810750,1.1,10129900,39.4,5531061626,3929,792,25.2,666176,100,168,20190104,스파이더맨: 뉴 유니버스,Spider-Man: Into the Spider-Verse,,116,2018,20181212,개봉,장편,,,,애니메이션|액션|가족,미국,로드니 로스맨|밥 퍼시케티|피터 램지,샤메익 무어|헤일리 스테인펠드|니콜라스 케이지|제이크 존슨|리브 슈라이버,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
1,1,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,2200001603,30.8,1255433458,132.9,4130088348,268326,153971,134.6,513128,1393,4712,20190105,주먹왕 랄프 2: 인터넷 속으로,Ralph Breaks the Internet,,112,2018,20190103,개봉,장편,,,,애니메이션|어드벤처|코미디|가족,미국,리치 무어,존 C. 라일리|사라 실버맨|맨디 무어|크리스틴 벨,,월트디즈니컴퍼니코리아 유한책임회사
2,2,0,OLD,20180290,아쿠아맨,2018-12-19,1904787577,26.7,1055364156,124.2,38229869429,209224,114834,121.7,4366065,1123,4004,20190105,아쿠아맨,AQUAMAN,,143,2018,20181219,개봉,장편,,,,액션,미국|호주,제임스 완,제이슨 모모아|앰버 허드|니콜 키드먼|패트릭 윌슨|윌렘 데포,,워너브러더스 코리아(주)
3,3,0,OLD,20185485,보헤미안 랩소디,2018-10-31,683046150,9.6,331857250,94.5,82879235495,74552,36024,93.5,9547384,708,1828,20190105,보헤미안 랩소디,Bohemian Rhapsody,,134,2018,20181031,개봉,장편,,,,드라마,미국,브라이언 싱어,라미 말렉|조셉 마젤로|마이크 마이어스|루시 보인턴,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
4,4,0,OLD,20170658,PMC: 더 벙커,2018-12-26,556856110,7.8,236792393,74.0,13030462394,61436,25433,70.6,1557138,741,2250,20190105,PMC: 더 벙커,Take Point,,124,2018,20181226,개봉,장편,,,,액션,한국,김병우,하정우|이선균|제니퍼 엘|민무제|강신철,(주)퍼펙트스톰필름,(주)씨제이이엔엠
5,5,0,OLD,20186281,범블비,2018-12-25,471851863,6.6,218140001,86.0,12107492677,54071,24770,84.5,1444033,662,1678,20190105,범블비,Bumblebee,,113,2018,20181225,개봉,장편,,,,액션|어드벤처|SF,미국,트래비스 나이트,헤일리 스테인펠드|파멜라 애들론|존 시나|피터 쿨렌|케네스 최,,롯데컬처웍스(주)롯데엔터테인먼트
6,6,7,OLD,20184105,말모이,2019-01-09,383652650,5.4,373400650,3642.2,738727150,42874,41104,2322.3,103895,447,735,20190105,말모이,MAL·MO·E: The Secret Mission,,135,2018,20190109,개봉,장편,,,,드라마,한국,엄유나,유해진|윤계상|차준서|정원|송지호,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트
7,7,0,OLD,20184187,언니,2019-01-01,228604700,3.2,72158700,46.1,1356076200,24906,7704,44.8,152109,506,1065,20190105,언니,No Mercy,,93,2018,20190101,개봉,장편,,,,액션,한국,임경택,이시영|박세완|이준혁|최진호|강민범,필름에이픽쳐스|(유)조이앤시네마,(주)제이앤씨미디어그룹|TCO(주)더콘텐츠온
8,8,-2,OLD,20175547,스윙키즈,2018-12-19,213429000,3.0,63023900,41.9,11579722102,24315,6946,40.0,1408795,479,891,20190105,스윙키즈,Swing Kids,,133,2018,20181219,개봉,장편,,,,드라마,한국,강형철,도경수|박혜수|자레드 그라임스|오정세|김민호,(주)안나푸르나필름,(주)넥스트엔터테인먼트월드(NEW)
9,9,-1,OLD,20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,158681850,2.2,67231300,73.5,3926913500,19798,8295,72.1,501703,413,573,20190105,점박이 한반도의 공룡2 : 새로운 낙원,,,93,2018,20181225,개봉,장편,,,,애니메이션,한국,한상호,박희순|라미란|김성균|박중금|장유화,(주)드림써치C&C,(주)넥스트엔터테인먼트월드(NEW)
10,10,-1,OLD,20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,63989400,0.9,32064700,100.4,2583747950,8061,4094,103.2,333220,160,207,20190105,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,,103,2018,20181219,개봉,장편,,,,애니메이션,일본,타카하시 와타루,박영남|강희선|김환진|여민정|정유미,,(주)씨제이이엔엠
1,1,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,2021064800,32.1,-178936803,-8.1,6151153148,245225,-23101,-8.6,758353,1453,4862,20190106,주먹왕 랄프 2: 인터넷 속으로,Ralph Breaks the Internet,,112,2018,20190103,개봉,장편,,,,애니메이션|어드벤처|코미디|가족,미국,리치 무어,존 C. 라일리|사라 실버맨|맨디 무어|크리스틴 벨,,월트디즈니컴퍼니코리아 유한책임회사
2,2,0,OLD,20180290,아쿠아맨,2018-12-19,1615337400,25.6,-289450177,-15.2,39845206829,178306,-30918,-14.8,4544371,1121,3874,20190106,아쿠아맨,AQUAMAN,,143,2018,20181219,개봉,장편,,,,액션,미국|호주,제임스 완,제이슨 모모아|앰버 허드|니콜 키드먼|패트릭 윌슨|윌렘 데포,,워너브러더스 코리아(주)
3,3,0,OLD,20185485,보헤미안 랩소디,2018-10-31,570969800,9.1,-112076350,-16.4,83450205295,63005,-11547,-15.5,9610389,701,1788,20190106,보헤미안 랩소디,Bohemian Rhapsody,,134,2018,20181031,개봉,장편,,,,드라마,미국,브라이언 싱어,라미 말렉|조셉 마젤로|마이크 마이어스|루시 보인턴,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
4,4,0,OLD,20170658,PMC: 더 벙커,2018-12-26,457782500,7.3,-99073610,-17.8,13488244894,50537,-10899,-17.7,1607675,715,2073,20190106,PMC: 더 벙커,Take Point,,124,2018,20181226,개봉,장편,,,,액션,한국,김병우,하정우|이선균|제니퍼 엘|민무제|강신철,(주)퍼펙트스톰필름,(주)씨제이이엔엠
5,5,1,OLD,20184105,말모이,2019-01-09,433474450,6.9,49821800,13.0,1172201600,48084,5210,12.2,151979,449,734,20190106,말모이,MAL·MO·E: The Secret Mission,,135,2018,20190109,개봉,장편,,,,드라마,한국,엄유나,유해진|윤계상|차준서|정원|송지호,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트
6,6,-1,OLD,20186281,범블비,2018-12-25,400555850,6.4,-71296013,-15.1,12508048527,46067,-8004,-14.8,1490100,678,1610,20190106,범블비,Bumblebee,,113,2018,20181225,개봉,장편,,,,액션|어드벤처|SF,미국,트래비스 나이트,헤일리 스테인펠드|파멜라 애들론|존 시나|피터 쿨렌|케네스 최,,롯데컬처웍스(주)롯데엔터테인먼트
7,7,0,OLD,20184187,언니,2019-01-01,185563650,2.9,-43041050,-18.8,1541639850,20229,-4677,-18.8,172338,498,993,20190106,언니,No Mercy,,93,2018,20190101,개봉,장편,,,,액션,한국,임경택,이시영|박세완|이준혁|최진호|강민범,필름에이픽쳐스|(유)조이앤시네마,(주)제이앤씨미디어그룹|TCO(주)더콘텐츠온
8,8,1,OLD,20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,156078050,2.5,-2603800,-1.6,4082991550,19350,-448,-2.3,521053,409,564,20190106,점박이 한반도의 공룡2 : 새로운 낙원,,,93,2018,20181225,개봉,장편,,,,애니메이션,한국,한상호,박희순|라미란|김성균|박중금|장유화,(주)드림써치C&C,(주)넥스트엔터테인먼트월드(NEW)
9,9,-1,OLD,20175547,스윙키즈,2018-12-19,168047500,2.7,-45381500,-21.3,11747769602,19210,-5105,-21.0,1428005,472,829,20190106,스윙키즈,Swing Kids,,133,2018,20181219,개봉,장편,,,,드라마,한국,강형철,도경수|박혜수|자레드 그라임스|오정세|김민호,(주)안나푸르나필름,(주)넥스트엔터테인먼트월드(NEW)
10,10,0,OLD,20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,62798150,1.0,-1191250,-1.9,2646546100,7849,-212,-2.6,341069,157,210,20190106,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,,103,2018,20181219,개봉,장편,,,,애니메이션,일본,타카하시 와타루,박영남|강희선|김환진|여민정|정유미,,(주)씨제이이엔엠
1,1,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,543643950,26.9,-1477420850,-73.1,6694797098,71418,-173807,-70.9,829771,1185,4329,20190107,주먹왕 랄프 2: 인터넷 속으로,Ralph Breaks the Internet,,112,2018,20190103,개봉,장편,,,,애니메이션|어드벤처|코미디|가족,미국,리치 무어,존 C. 라일리|사라 실버맨|맨디 무어|크리스틴 벨,,월트디즈니컴퍼니코리아 유한책임회사
2,2,0,OLD,20180290,아쿠아맨,2018-12-19,501140000,24.8,-1114197400,-69.0,40346346829,60679,-117627,-66.0,4605050,1083,3733,20190107,아쿠아맨,AQUAMAN,,143,2018,20181219,개봉,장편,,,,액션,미국|호주,제임스 완,제이슨 모모아|앰버 허드|니콜 키드먼|패트릭 윌슨|윌렘 데포,,워너브러더스 코리아(주)
3,3,0,OLD,20185485,보헤미안 랩소디,2018-10-31,213124500,10.5,-357845300,-62.7,83663329795,26315,-36690,-58.2,9636704,635,1803,20190107,보헤미안 랩소디,Bohemian Rhapsody,,134,2018,20181031,개봉,장편,,,,드라마,미국,브라이언 싱어,라미 말렉|조셉 마젤로|마이크 마이어스|루시 보인턴,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
4,4,0,OLD,20170658,PMC: 더 벙커,2018-12-26,152471050,7.5,-305311450,-66.7,13640715944,18774,-31763,-62.9,1626449,670,2002,20190107,PMC: 더 벙커,Take Point,,124,2018,20181226,개봉,장편,,,,액션,한국,김병우,하정우|이선균|제니퍼 엘|민무제|강신철,(주)퍼펙트스톰필름,(주)씨제이이엔엠
5,5,1,OLD,20186281,범블비,2018-12-25,129316400,6.4,-271239450,-67.7,12637364927,16234,-29833,-64.8,1506334,632,1619,20190107,범블비,Bumblebee,,113,2018,20181225,개봉,장편,,,,액션|어드벤처|SF,미국,트래비스 나이트,헤일리 스테인펠드|파멜라 애들론|존 시나|피터 쿨렌|케네스 최,,롯데컬처웍스(주)롯데엔터테인먼트
6,6,3,OLD,20175547,스윙키즈,2018-12-19,85490050,4.2,-82557450,-49.1,11833259652,10788,-8422,-43.8,1438793,484,918,20190107,스윙키즈,Swing Kids,,133,2018,20181219,개봉,장편,,,,드라마,한국,강형철,도경수|박혜수|자레드 그라임스|오정세|김민호,(주)안나푸르나필름,(주)넥스트엔터테인먼트월드(NEW)
7,7,0,OLD,20184187,언니,2019-01-01,84306100,4.2,-101257550,-54.6,1625945950,10145,-10084,-49.8,182483,508,1074,20190107,언니,No Mercy,,93,2018,20190101,개봉,장편,,,,액션,한국,임경택,이시영|박세완|이준혁|최진호|강민범,필름에이픽쳐스|(유)조이앤시네마,(주)제이앤씨미디어그룹|TCO(주)더콘텐츠온
8,8,-3,OLD,20184105,말모이,2019-01-09,58290000,2.9,-375184450,-86.6,1230491600,7208,-40876,-85.0,159187,35,35,20190107,말모이,MAL·MO·E: The Secret Mission,,135,2018,20190109,개봉,장편,,,,드라마,한국,엄유나,유해진|윤계상|차준서|정원|송지호,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트
9,9,-1,OLD,20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,41061300,2.0,-115016750,-73.7,4124052850,5820,-13530,-69.9,526873,352,478,20190107,점박이 한반도의 공룡2 : 새로운 낙원,,,93,2018,20181225,개봉,장편,,,,애니메이션,한국,한상호,박희순|라미란|김성균|박중금|장유화,(주)드림써치C&C,(주)넥스트엔터테인먼트월드(NEW)
10,10,1,OLD,20183238,스파이더맨: 뉴 유니버스,2018-12-12,26324100,1.3,-25421800,-49.1,5666273776,3214,-2448,-43.2,681314,90,166,20190107,스파이더맨: 뉴 유니버스,Spider-Man: Into the Spider-Verse,,116,2018,20181212,개봉,장편,,,,애니메이션|액션|가족,미국,로드니 로스맨|밥 퍼시케티|피터 램지,샤메익 무어|헤일리 스테인펠드|니콜라스 케이지|제이크 존슨|리브 슈라이버,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
1,1,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,563766500,27.4,20122550,3.7,7258563598,75411,3993,5.6,905182,1176,4315,20190108,주먹왕 랄프 2: 인터넷 속으로,Ralph Breaks the Internet,,112,2018,20190103,개봉,장편,,,,애니메이션|어드벤처|코미디|가족,미국,리치 무어,존 C. 라일리|사라 실버맨|맨디 무어|크리스틴 벨,,월트디즈니컴퍼니코리아 유한책임회사
2,2,0,OLD,20180290,아쿠아맨,2018-12-19,488214950,23.7,-12925050,-2.6,40834561779,59260,-1419,-2.3,4664310,1086,3720,20190108,아쿠아맨,AQUAMAN,,143,2018,20181219,개봉,장편,,,,액션,미국|호주,제임스 완,제이슨 모모아|앰버 허드|니콜 키드먼|패트릭 윌슨|윌렘 데포,,워너브러더스 코리아(주)
3,3,0,OLD,20185485,보헤미안 랩소디,2018-10-31,229529100,11.1,16404600,7.7,83892858895,28415,2100,8.0,9665119,653,1807,20190108,보헤미안 랩소디,Bohemian Rhapsody,,134,2018,20181031,개봉,장편,,,,드라마,미국,브라이언 싱어,라미 말렉|조셉 마젤로|마이크 마이어스|루시 보인턴,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
4,4,0,OLD,20170658,PMC: 더 벙커,2018-12-26,141543750,6.9,-10927300,-7.2,13782259694,17250,-1524,-8.1,1643699,665,1974,20190108,PMC: 더 벙커,Take Point,,124,2018,20181226,개봉,장편,,,,액션,한국,김병우,하정우|이선균|제니퍼 엘|민무제|강신철,(주)퍼펙트스톰필름,(주)씨제이이엔엠
5,5,0,OLD,20186281,범블비,2018-12-25,130549800,6.3,1233400,1.0,12767914727,16357,123,0.8,1522691,632,1618,20190108,범블비,Bumblebee,,113,2018,20181225,개봉,장편,,,,액션|어드벤처|SF,미국,트래비스 나이트,헤일리 스테인펠드|파멜라 애들론|존 시나|피터 쿨렌|케네스 최,,롯데컬처웍스(주)롯데엔터테인먼트
6,6,0,OLD,20175547,스윙키즈,2018-12-19,91261950,4.4,5771900,6.8,11924521602,11573,785,7.3,1450366,510,961,20190108,스윙키즈,Swing Kids,,133,2018,20181219,개봉,장편,,,,드라마,한국,강형철,도경수|박혜수|자레드 그라임스|오정세|김민호,(주)안나푸르나필름,(주)넥스트엔터테인먼트월드(NEW)
7,7,0,OLD,20184187,언니,2019-01-01,75097250,3.6,-9208850,-10.9,1701043200,9043,-1102,-10.9,191526,507,1041,20190108,언니,No Mercy,,93,2018,20190101,개봉,장편,,,,액션,한국,임경택,이시영|박세완|이준혁|최진호|강민범,필름에이픽쳐스|(유)조이앤시네마,(주)제이앤씨미디어그룹|TCO(주)더콘텐츠온
8,8,1,OLD,20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,39537950,1.9,-1523350,-3.7,4163590800,5638,-182,-3.1,532511,355,484,20190108,점박이 한반도의 공룡2 : 새로운 낙원,,,93,2018,20181225,개봉,장편,,,,애니메이션,한국,한상호,박희순|라미란|김성균|박중금|장유화,(주)드림써치C&C,(주)넥스트엔터테인먼트월드(NEW)
9,9,2,OLD,20186324,언더독,2019-01-16,39566000,1.9,15710000,65.9,84615000,4412,1520,52.6,9639,23,23,20190108,언더독,Underdog,,101,2018,20190116,개봉,장편,,,,애니메이션,한국,이춘백|오성윤,도경수|박소담|박철민|탁원정|한신정,(주)오돌또기 ,(주)넥스트엔터테인먼트월드(NEW)
10,10,5,OLD,20176251,내안의 그놈,2019-01-09,36013100,1.7,13525700,60.1,220625500,4183,2041,95.3,26719,28,28,20190108,내안의 그놈,The Dude in Me,,122,2018,20190109,개봉,장편,,,,판타지|코미디,한국,강효진,박성웅|진영|라미란|이수민|이준혁,(주)에코필름|(주)전망좋은 영화사,(주)메리크리스마스|TCO(주)더콘텐츠온
1,1,11,OLD,20184105,말모이,2019-01-09,984040250,32.4,967375250,5804.8,2231196850,122458,119125,3574.1,284978,1077,4853,20190109,말모이,MAL·MO·E: The Secret Mission,,135,2018,20190109,개봉,장편,,,,드라마,한국,엄유나,유해진|윤계상|차준서|정원|송지호,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트
2,2,8,OLD,20176251,내안의 그놈,2019-01-09,688757700,22.7,652744600,1812.5,909383200,85238,81055,1937.7,111957,671,2576,20190109,내안의 그놈,The Dude in Me,,122,2018,20190109,개봉,장편,,,,판타지|코미디,한국,강효진,박성웅|진영|라미란|이수민|이준혁,(주)에코필름|(주)전망좋은 영화사,(주)메리크리스마스|TCO(주)더콘텐츠온
3,3,-2,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,465559200,15.3,-98207300,-17.4,7724122798,62802,-12609,-16.7,967984,908,2982,20190109,주먹왕 랄프 2: 인터넷 속으로,Ralph Breaks the Internet,,112,2018,20190103,개봉,장편,,,,애니메이션|어드벤처|코미디|가족,미국,리치 무어,존 C. 라일리|사라 실버맨|맨디 무어|크리스틴 벨,,월트디즈니컴퍼니코리아 유한책임회사
4,4,-2,OLD,20180290,아쿠아맨,2018-12-19,339313050,11.2,-148901900,-30.5,41173874829,40815,-18445,-31.1,4705125,749,2423,20190109,아쿠아맨,AQUAMAN,,143,2018,20181219,개봉,장편,,,,액션,미국|호주,제임스 완,제이슨 모모아|앰버 허드|니콜 키드먼|패트릭 윌슨|윌렘 데포,,워너브러더스 코리아(주)
5,5,-2,OLD,20185485,보헤미안 랩소디,2018-10-31,155566300,5.1,-73962800,-32.2,84048425195,18969,-9446,-33.2,9684088,517,1135,20190109,보헤미안 랩소디,Bohemian Rhapsody,,134,2018,20181031,개봉,장편,,,,드라마,미국,브라이언 싱어,라미 말렉|조셉 마젤로|마이크 마이어스|루시 보인턴,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
6,6,17,OLD,20184574,그린 북,2019-01-09,104664150,3.4,100047150,2166.9,201029950,12416,11903,2320.3,22467,349,943,20190109,그린 북,Green Book,,130,2018,20190109,개봉,장편,,,,드라마,미국,피터 패럴리,비고 모텐슨|마허샬라 알리,,CGV아트하우스
7,7,0,NEW,20187427,명탐정 코난 : 제로의 집행인,2018-08-08,48172000,1.6,48172000,100.0,3065612361,6438,6438,100.0,402932,31,140,20190109,명탐정 코난 : 제로의 집행인,Detective Conan: Zero the Enforcer,名探偵コナン ゼロの執行人,110,2018,20180808,개봉,장편,,,,애니메이션,일본,타치카와 유즈루,타카야마 미나미|야마자키 와카나|코야마 리키야|푸루야 토루,,(주)씨제이이엔엠
8,8,-3,OLD,20186281,범블비,2018-12-25,49089950,1.6,-81459850,-62.4,12817004677,6213,-10144,-62.0,1528904,357,576,20190109,범블비,Bumblebee,,113,2018,20181225,개봉,장편,,,,액션|어드벤처|SF,미국,트래비스 나이트,헤일리 스테인펠드|파멜라 애들론|존 시나|피터 쿨렌|케네스 최,,롯데컬처웍스(주)롯데엔터테인먼트
9,9,-5,OLD,20170658,PMC: 더 벙커,2018-12-26,39788750,1.3,-101755000,-71.9,13822048444,4688,-12562,-72.8,1648387,341,599,20190109,PMC: 더 벙커,Take Point,,124,2018,20181226,개봉,장편,,,,액션,한국,김병우,하정우|이선균|제니퍼 엘|민무제|강신철,(주)퍼펙트스톰필름,(주)씨제이이엔엠
10,10,-2,OLD,20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,22139350,0.7,-17398600,-44.0,4185730150,3155,-2483,-44.0,535666,183,227,20190109,점박이 한반도의 공룡2 : 새로운 낙원,,,93,2018,20181225,개봉,장편,,,,애니메이션,한국,한상호,박희순|라미란|김성균|박중금|장유화,(주)드림써치C&C,(주)넥스트엔터테인먼트월드(NEW)
1,1,0,OLD,20184105,말모이,2019-01-09,915333400,28.0,-68706850,-7.0,3146530250,114367,-8091,-6.6,399345,1112,4761,20190110,말모이,MAL·MO·E: The Secret Mission,,135,2018,20190109,개봉,장편,,,,드라마,한국,엄유나,유해진|윤계상|차준서|정원|송지호,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트
2,2,0,OLD,20176251,내안의 그놈,2019-01-09,721582750,22.0,32825050,4.8,1630965950,88860,3622,4.2,200817,776,2729,20190110,내안의 그놈,The Dude in Me,,122,2018,20190109,개봉,장편,,,,판타지|코미디,한국,강효진,박성웅|진영|라미란|이수민|이준혁,(주)에코필름|(주)전망좋은 영화사,(주)메리크리스마스|TCO(주)더콘텐츠온
3,3,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,426395850,13.0,-39163350,-8.4,8150518648,58195,-4607,-7.3,1026179,870,2598,20190110,주먹왕 랄프 2: 인터넷 속으로,Ralph Breaks the Internet,,112,2018,20190103,개봉,장편,,,,애니메이션|어드벤처|코미디|가족,미국,리치 무어,존 C. 라일리|사라 실버맨|맨디 무어|크리스틴 벨,,월트디즈니컴퍼니코리아 유한책임회사
4,4,27,OLD,20183915,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,405005750,12.4,403179750,22079.9,419138750,57616,57412,28143.1,59191,692,1581,20190110,극장판 공룡메카드: 타이니소어의 섬,,,70,2018,20190110,개봉,장편,,,,애니메이션,한국,유재운|최신규,김서영|엄상현|안현서|김장|홍범기,(주)초이락컨텐츠팩토리,(주)넥스트엔터테인먼트월드(NEW)
5,5,-1,OLD,20180290,아쿠아맨,2018-12-19,278939460,8.5,-60373590,-17.8,41452814289,33396,-7419,-18.2,4738521,722,2119,20190110,아쿠아맨,AQUAMAN,,143,2018,20181219,개봉,장편,,,,액션,미국|호주,제임스 완,제이슨 모모아|앰버 허드|니콜 키드먼|패트릭 윌슨|윌렘 데포,,워너브러더스 코리아(주)
